Label,Text,Zipf_Law,Kolmogorov_Complexity,Syllable_Counts,Word_Lengths,Lexical_Diversity_TTR,Lexical_Diversity_Shannon,POS_Tag_Distribution,Avg_Sentence_Length,Dependency_Complexity,Punctuation_Usage,Readability_Dale_Chall,Readability_Flesch_Kincaid,Referential_Integrity,Cosine_Similarity,WordNet_Similarity,Lexical_Chains,LDA_Topic_Consistency,Style_Consistency,BLEU_Score,Jaccard_Score,ROUGE_Score,Text_Flow_Analysis
2,language semantic entropy language language semantic analysis structure AI language entropy structure analysis semantic pattern text information entropy data semantic,-0.42577578592531157,1.3733852823108328,0.8134509875418373,0.2503791219407248,-1.0024566335548222,-1.126361402904466,-1.4309669784531915,1.0748882318140651,0.41134765691037894,0.8028929913943856,-1.8451119395877051,1.5129189686729385,1.169687782558772,-0.9205100158214371,-0.9852623543088448,-1.1245350603295774,-0.6722809458378355,0.11438663300856006,-0.15717879208997432,-0.7169460631976802,0.5723660950165766,-1.2416294876955125
1,pattern learning model complexity learning language language syntax structure syntax semantic analysis,-0.7049323624167486,-0.6931015816711525,-0.08736204406365171,0.9054179509197328,-0.8552497257006743,0.1347946484861726,0.27925058920074386,-1.7618182823237172,0.4354674476935708,-1.1819348356170463,-1.6888963986563554,1.4423179739985588,1.6261569002825877,1.1769237984565049,-0.5774682388279907,-1.443797910893171,0.5881321295041086,-0.17719855407245844,-1.1389728042304643,-0.03962477835117993,-1.5145558774355277,1.394239879295811
3,language learning structure data text model AI pattern semantic complexity syntax data text information syntax model,-0.8179721467898835,0.35423149162244816,-0.5586527098088646,-0.025626138472169414,0.3149714133248144,-1.0247622229412396,1.4864478377362513,0.7598277483551144,1.680702631657318,1.492460725638871,0.18303141492670022,1.3516122928294678,-1.3799917201907872,-0.9780650431974052,-1.4389171543042607,-0.5960109043840424,-0.39221352967432493,-0.7589751269272036,1.099871752178217,-0.49933678899689743,-0.6235533077753749,0.13892616973510205
1,model entropy complexity pattern structure model semantic model text complexity structure analysis pattern syntax semantic,-1.2172684844972343,0.8481729799532384,-1.3329138865416976,1.6138154854483995,1.0754828576935622,-0.9759648439268802,-1.5991990284239188,0.8993871304292861,0.8080111609044492,0.8801912459938418,0.7920917448611006,-1.4954536950335449,-0.4547345476648513,-1.2599727304437076,1.277332784661522,0.513605209895019,-0.5838648644859877,-1.4751200989522808,-0.5403922541496502,-0.6041824371383467,0.9979194730906507,0.46372950373712474
3,syntax syntax text AI data analysis semantic model information data structure model language,1.3111635623044455,-0.3187658562320061,-1.1858593710197476,0.6527997362421523,1.0368402149295741,0.30040506036309955,0.8507387435280463,-0.21375538111043352,0.11731828865885838,-0.23293334439078442,-1.828127590588722,-1.3817940580749921,-1.5755601602208944,0.571729214586153,-0.5451133610038361,0.08636638394501725,1.3289195629517885,-0.8349933014947682,-0.22548815949476314,0.8250917469501818,-0.811970961293636,-1.455675898305382
3,analysis semantic text structure text complexity language information semantic data model model pattern structure text structure information entropy,-0.7130405301840712,-1.418554610593628,1.4588972198876649,0.9859974496163025,0.6073053333002597,1.3923818136539474,0.9554163569101485,-1.2769264495925825,1.5046202441541332,0.1798781480689546,0.9191584158002021,1.2650315470802438,-0.5934075220958724,-1.28044230015944,-0.8321256999876616,-0.21699710219863472,1.031880401549835,1.2723124730565756,-1.503569044142227,0.012085315048333779,-0.13033536058204184,-0.9587611168419181
2,data AI semantic pattern analysis entropy structure language information information complexity data entropy analysis model data data learning,-1.288616078990398,-0.7947604666653648,1.5020308003574967,-0.7170051953140721,0.22082519590157038,0.7993960186851271,-0.4530148054806678,1.4403434532208295,1.7667871172235414,-0.8818995922841698,-0.17056314714111062,-0.7337317575606619,-0.7070642948654222,-1.5378981786376575,0.4353036414190771,0.06442612809206553,-1.5106865696302443,-0.7338247230234014,1.3518200419033286,-0.8885357199600848,-1.1151924838000724,-0.043377812039709966
1,analysis model text model complexity data data structure information language text complexity syntax entropy entropy analysis language semantic syntax complexity,1.6446713928375687,-1.132695686100281,0.6180304006468493,0.8226893960789022,-0.7272343815639738,0.8881014892842322,-0.4397207216058831,0.2655669920550273,0.5329425549742207,0.1667054042484633,-1.6002331937437277,1.0608988526400238,-0.5838915421376965,-1.0113685875638216,-1.4537031890555165,0.39293004154696465,0.5660124557941363,-1.6370027322984322,0.09673260815759754,-0.9319289775632666,0.6927822204215067,-1.1222265706442325
3,semantic language information analysis entropy data text model analysis semantic model learning complexity pattern information analysis language entropy,0.6461821247060651,-0.6210533248495324,1.481855792683315,-1.3691098330589895,-0.37846825066679257,-1.2760533066108013,1.3427664880205197,1.1135191329286704,-0.8759736483513896,0.6253323356590327,0.9535233170851907,0.12029947589170643,0.13195329606682424,-0.8166578445454894,-1.2799178135116116,1.5336597979979492,1.305208572196846,0.4877948378480074,-0.45153702771846993,-0.5243899869514119,0.9847267846790004,1.352432617704874
2,AI analysis structure AI pattern AI AI AI learning analysis entropy information analysis semantic data,1.3107355947575432,0.769236114088607,0.5197497483032661,-1.5565808121782676,-0.9835392377404865,1.4877627407237493,0.32410636269361864,-1.8907356114425882,-1.4629284742126147,0.6383210710769904,-1.8996448397358425,-1.2040966474630705,0.19735562537100376,0.7669713233676135,0.5761081485547354,-0.97235673518914,0.6808284550498243,-0.8764996639541578,-0.49471757194468163,0.795003895112355,0.7089007883212587,1.1884690846534076
1,information semantic syntax model language information text information semantic pattern complexity language text learning data entropy model information text,0.5332772546812571,0.021057001018106276,-1.2704790751500212,-0.5606785102333331,-0.6342846784738941,-0.8165813468069393,1.4974131027031867,-0.562225969608275,1.5026979529011046,0.5188243698496452,0.8747925150403211,-0.05621285402734289,0.2939006903335181,0.06539370533382347,-0.940699741507305,0.8828493524318443,-0.7501295294426626,-1.6103679151031147,0.519282044548516,-1.0959394815642856,1.7599275538802885,1.546977301911992
2,information data language syntax syntax language pattern analysis AI language semantic entropy text information,1.4048475871839403,-0.6796744883822176,-1.5258390323379853,1.408126669015216,-0.08470350611047947,1.727505767521108,1.46735695362775,1.0293241673239364,-0.7390266082031957,-0.3896496774672698,1.0726668555240355,-0.6798560020774069,-1.1023862024219842,0.29159732454124754,1.5199437514728527,0.7844540531159906,0.20942899537553306,-1.3592560753443557,0.4227677889992796,1.6038876021939414,-1.1325786349381568,0.05549603962405859
1,data model AI text data semantic entropy pattern semantic semantic pattern information model entropy AI semantic,1.2778266717982485,0.6309395237303822,0.6992571372071352,0.6150087551899098,-0.31633907746580653,-0.6419606173677052,0.9736252254182609,0.8808799619490596,1.4090139192601083,1.5604490822052894,-0.1210504697054683,-0.059976566827665556,1.0526569777058614,0.6194218867875932,0.742181897422466,1.1559656482772123,1.2706700435280383,-0.5292810567333394,-0.3357355123874756,-1.3720144036612059,0.45103615566588584,-1.5961878732629462
3,semantic AI structure analysis syntax model complexity language model structure,-0.11727082405505511,-0.06970030282617061,-0.6408250069340403,0.22289737921687738,-1.4257097354475945,-1.5440466789040488,1.0160002048994807,-0.676102762379264,-1.366938436761648,0.11674237909489803,0.7876062936672632,-1.0193595538610543,0.45150677555106267,-1.3673733507436623,-1.4174813274905613,0.17121255776771296,0.11182405898168131,0.5027127039726329,0.7746855811278905,1.5567227739526543,0.22704486350147968,-0.6134574856948011
2,data text complexity analysis structure AI language pattern analysis learning entropy pattern learning entropy language pattern information complexity complexity AI,0.9993768107393523,-1.0309296212795556,-0.14318397763944568,-1.5765412364574967,-1.4430740802307482,1.7134015293968554,1.0588237733651478,0.4858949483980207,-0.30949590161998636,-1.1717062453823648,-1.3678539228336362,-0.9037687097239634,0.19904481673634913,0.8468515519233317,0.6034611325480435,-0.7650647926224672,1.4858076692951847,0.84896955857706,0.2306167089060871,0.3474234392263437,-0.12242423027311676,-0.8710279080517079
2,complexity complexity language model entropy complexity data data text model syntax pattern structure complexity pattern AI syntax learning pattern,-0.4886824362510767,0.6913318666788612,-1.5293098417382727,-1.4444350621503372,-1.3734350408036644,-1.5321454890986472,1.1211743268644847,0.5124846581640743,-0.06483755019964024,-1.4503330800470664,-0.19035091133985335,-0.154151872495396,-1.0896742275668991,-0.1410427431963566,-0.2656467819684023,0.4858691496298024,0.4251389353075783,-1.538033190545769,-0.338809572399027,0.394380365712238,0.1794706245666993,1.2133491856155842
3,entropy data semantic model entropy model learning pattern syntax analysis entropy data,0.5369388089768706,-1.4124963132936394,-1.3459136423084834,0.40406455503775784,-1.439160600826385,0.3866497341095684,1.3924941062955125,0.06889789534056229,-0.38745772317048904,0.5636851614444142,-0.3075570445018838,0.08811571584349155,1.543330547787102,-0.3090638943126704,1.603090158454221,1.5639536703440742,-1.0320086042171264,-1.4551203864648543,-1.2063258632993654,-1.6236177328109158,-1.297522696935365,0.6193469274129553
1,language text entropy AI semantic structure entropy semantic analysis text,-1.4535332297035566,-0.8606767916326313,1.1819764655379388,-1.7703458877498635,1.2178629308662312,-0.6832800668967396,-1.2386667778616376,0.4885352114094661,0.5157361864097805,1.4283783989868968,0.6649214583409915,0.9540400006257777,-0.7166808013258176,-1.0433160222131737,0.9037464422866788,1.1970857249482139,1.6040235555152573,-0.27209655664857385,-0.34702911777982953,0.8943749571664182,-0.40719018466809465,1.467639440106988
